index,Date,IN,OUT,Postgraduate,Undergraduate,Assistive-Tech,Library-Staff,Staff,Sconul,Default,BN,Other,Term_dates,Pressure_in,Month,Day,Condition,temp_hi,temp_low,day
0.0,2018-01-02,1807.0,1736.0,528.0,883.0,61.0,3.0,45.0,3.0,21.0,28.0,235.0,Christmas vacation 1,0,2018_01,2,scattered showers,12,3,02
1.0,2018-01-03,2096.0,2107.0,580.0,955.0,96.0,1.0,64.0,13.0,21.0,37.0,329.0,Christmas vacation 1,0,2018_01,3,mostly cloudy,13,7,03
2.0,2018-01-04,2914.0,2894.0,731.0,1474.0,123.0,3.0,78.0,30.0,47.0,101.0,327.0,Christmas vacation 1,0,2018_01,4,scattered showers,13,6,04
3.0,2018-01-05,3199.0,3245.0,845.0,1630.0,147.0,1.0,74.0,17.0,53.0,123.0,309.0,Christmas vacation 1,0,2018_01,5,mostly sunny,9,3,05
4.0,2018-01-06,2700.0,2759.0,654.0,1484.0,134.0,0.0,11.0,6.0,38.0,110.0,263.0,Christmas vacation 1,0,2018_01,6,mostly sunny,6,2,06
5.0,2018-01-07,3222.0,3202.0,708.0,1929.0,142.0,1.0,17.0,6.0,30.0,137.0,252.0,Christmas vacation 1,0,2018_01,7,partly cloudy,5,3,07
6.0,2018-01-08,4755.0,4774.0,958.0,3018.0,257.0,2.0,80.0,11.0,90.0,23.0,316.0,Private study 1,0,2018_01,8,mostly cloudy,4,3,08
7.0,2018-01-09,5610.0,5585.0,1144.0,3640.0,301.0,2.0,70.0,11.0,78.0,29.0,335.0,Private study 1,0,2018_01,9,foggy,8,4,09
8.0,2018-01-10,6544.0,6563.0,1220.0,4382.0,334.0,1.0,100.0,14.0,112.0,42.0,339.0,Private study 1,0,2018_01,10,mostly sunny,10,2,10
9.0,2018-01-11,6314.0,6441.0,1224.0,4333.0,308.0,3.0,89.0,18.0,62.0,27.0,250.0,Mid-year assessment,0,2018_01,11,foggy,7,1,11
10.0,2018-01-12,5081.0,5208.0,960.0,3470.0,320.0,1.0,59.0,21.0,62.0,34.0,154.0,Mid-year assessment,0,2018_01,12,foggy,7,5,12
11.0,2018-01-13,4293.0,4335.0,737.0,2936.0,239.0,1.0,13.0,10.0,55.0,50.0,252.0,Mid-year assessment,0,2018_01,13,cloudy,7,4,13
12.0,2018-01-14,5242.0,5244.0,756.0,3776.0,313.0,1.0,20.0,12.0,36.0,69.0,259.0,Mid-year assessment,0,2018_01,14,cloudy,7,4,14
13.0,2018-01-15,5878.0,5933.0,927.0,4126.0,358.0,1.0,54.0,9.0,86.0,45.0,272.0,Mid-year assessment,0,2018_01,15,scattered showers,11,5,15
14.0,2018-01-16,5904.0,6008.0,995.0,4052.0,409.0,1.0,61.0,11.0,80.0,28.0,267.0,Mid-year assessment,0,2018_01,16,mostly sunny,7,1,16
15.0,2018-01-17,5665.0,5713.0,948.0,3853.0,358.0,1.0,102.0,10.0,61.0,44.0,288.0,Mid-year assessment,0,2018_01,17,mostly sunny,7,2,17
16.0,2018-01-18,5161.0,5347.0,752.0,3670.0,326.0,1.0,59.0,7.0,60.0,37.0,249.0,Mid-year assessment,0,2018_01,18,partly cloudy,11,3,18
17.0,2018-01-19,4103.0,4269.0,631.0,2851.0,210.0,1.0,53.0,2.0,84.0,21.0,250.0,Mid-year assessment,0,2018_01,19,mostly sunny,7,0,19
18.0,2018-01-20,2456.0,2626.0,359.0,1669.0,177.0,1.0,17.0,3.0,42.0,15.0,173.0,Mid-year assessment,0,2018_01,20,scattered showers,5,1,20
19.0,2018-01-21,2933.0,2937.0,354.0,2107.0,188.0,0.0,10.0,10.0,21.0,37.0,206.0,Mid-year assessment,0,2018_01,21,scattered showers,11,1,21
20.0,2018-01-22,3949.0,3977.0,647.0,2665.0,218.0,1.0,66.0,20.0,86.0,27.0,219.0,Mid-year assessment,0,2018_01,22,mostly cloudy,11,8,22
21.0,2018-01-23,3236.0,3285.0,659.0,2088.0,144.0,2.0,73.0,8.0,66.0,14.0,182.0,Mid-year assessment,0,2018_01,23,scattered showers,12,8,23
22.0,2018-01-24,2847.0,2885.0,602.0,1765.0,142.0,1.0,82.0,3.0,38.0,9.0,205.0,Winter graduation,0,2018_01,24,scattered showers,13,6,24
23.0,2018-01-25,2284.0,2326.0,538.0,1318.0,126.0,2.0,54.0,8.0,46.0,7.0,185.0,Winter graduation,0,2018_01,25,mostly sunny,10,6,25
24.0,2018-01-26,967.0,1032.0,372.0,337.0,59.0,2.0,62.0,9.0,27.0,9.0,90.0,Winter graduation,0,2018_01,26,mostly cloudy,8,1,26
25.0,2018-01-27,432.0,483.0,120.0,128.0,30.0,0.0,20.0,8.0,20.0,9.0,97.0,Inter-session week,0,2018_01,27,scattered showers,11,1,27
26.0,2018-01-28,469.0,465.0,129.0,145.0,36.0,1.0,10.0,4.0,27.0,0.0,117.0,Inter-session week,0,2018_01,28,mostly cloudy,13,8,28
27.0,2018-01-29,1005.0,992.0,316.0,414.0,55.0,3.0,49.0,7.0,43.0,34.0,84.0,Inter-session week,0,2018_01,29,mostly cloudy,11,5,29
28.0,2018-01-30,1016.0,1015.0,331.0,398.0,61.0,1.0,66.0,5.0,32.0,6.0,116.0,Inter-session week,0,2018_01,30,partly cloudy,10,-2,30
29.0,2018-01-31,990.0,1013.0,362.0,372.0,62.0,2.0,73.0,5.0,34.0,11.0,69.0,Inter-session week,0,2018_01,31,partly cloudy,10,2,31
30.0,2018-02-01,1068.0,1071.0,348.0,440.0,54.0,2.0,63.0,29.0,36.0,10.0,86.0,Inter-session week,0,2018_02,1,partly cloudy,7,2,01
31.0,2018-02-02,1055.0,1124.0,337.0,432.0,39.0,2.0,51.0,3.0,85.0,9.0,97.0,Inter-session week,0,2018_02,2,mostly cloudy,7,3,02
32.0,2018-02-03,473.0,529.0,133.0,182.0,21.0,1.0,14.0,3.0,19.0,19.0,81.0,Inter-session week,0,2018_02,3,scattered showers,4,3,03
33.0,2018-02-04,625.0,628.0,148.0,280.0,39.0,1.0,2.0,3.0,26.0,9.0,117.0,Inter-session week,0,2018_02,4,partly cloudy,5,1,04
34.0,2018-02-05,4467.0,4488.0,870.0,2889.0,293.0,1.0,78.0,22.0,79.0,44.0,191.0,Spring term,0,2018_02,5,partly cloudy,4,1,05
35.0,2018-02-06,4585.0,4626.0,882.0,3004.0,293.0,1.0,98.0,6.0,43.0,15.0,243.0,Spring term,0,2018_02,6,mostly sunny,4,-1,06
36.0,2018-02-07,3220.0,3304.0,878.0,1832.0,196.0,3.0,66.0,22.0,42.0,23.0,158.0,Spring term,0,2018_02,7,partly cloudy,6,-1,07
37.0,2018-02-08,4039.0,4056.0,854.0,2566.0,258.0,4.0,95.0,18.0,38.0,23.0,183.0,Spring term,0,2018_02,8,mostly sunny,7,-5,08
38.0,2018-02-09,2815.0,2904.0,612.0,1798.0,187.0,1.0,59.0,5.0,41.0,10.0,102.0,Spring term,0,2018_02,9,scattered showers,6,2,09
39.0,2018-02-10,655.0,741.0,161.0,328.0,24.0,0.0,4.0,1.0,15.0,7.0,115.0,Spring term,0,2018_02,10,scattered showers,9,-2,10
40.0,2018-02-11,1115.0,1102.0,243.0,604.0,63.0,1.0,20.0,0.0,20.0,24.0,140.0,Spring term,0,2018_02,11,mostly sunny,10,2,11
41.0,2018-02-12,5126.0,5086.0,1073.0,3346.0,301.0,1.0,66.0,8.0,78.0,34.0,219.0,Spring term,0,2018_02,12,mostly sunny,6,-2,12
42.0,2018-02-13,4828.0,4901.0,1022.0,3149.0,276.0,2.0,66.0,14.0,54.0,14.0,231.0,Spring term,0,2018_02,13,scattered showers,5,2,13
43.0,2018-02-14,2901.0,3006.0,836.0,1622.0,186.0,2.0,54.0,9.0,48.0,9.0,135.0,Spring term,0,2018_02,14,mostly sunny,7,-1,14
44.0,2018-02-15,4134.0,4288.0,818.0,2703.0,249.0,1.0,72.0,9.0,62.0,7.0,213.0,Spring term,0,2018_02,15,mostly sunny,10,2,15
45.0,2018-02-16,2881.0,2930.0,645.0,1753.0,163.0,2.0,66.0,11.0,58.0,12.0,171.0,Spring term,0,2018_02,16,mostly sunny,10,-1,16
46.0,2018-02-17,834.0,898.0,222.0,431.0,32.0,2.0,6.0,4.0,20.0,14.0,103.0,Spring term,0,2018_02,17,mostly sunny,10,-1,17
47.0,2018-02-18,1205.0,1218.0,276.0,679.0,68.0,1.0,12.0,4.0,23.0,8.0,134.0,Spring term,0,2018_02,18,foggy,10,-2,18
48.0,2018-02-19,5291.0,5219.0,991.0,3581.0,302.0,3.0,73.0,14.0,81.0,49.0,197.0,Spring term,0,2018_02,19,scattered showers,11,6,19
49.0,2018-02-20,5326.0,5342.0,951.0,3655.0,308.0,3.0,67.0,16.0,94.0,20.0,212.0,Spring term,0,2018_02,20,scattered showers,10,5,20
50.0,2018-02-21,3875.0,4002.0,920.0,2338.0,213.0,3.0,95.0,9.0,94.0,17.0,186.0,Spring term,0,2018_02,21,foggy,7,1,21
51.0,2018-02-22,3168.0,3267.0,612.0,2147.0,162.0,3.0,49.0,19.0,45.0,6.0,125.0,Spring term,0,2018_02,22,mostly cloudy,5,-1,22
52.0,2018-02-23,2270.0,2293.0,467.0,1413.0,146.0,2.0,32.0,10.0,86.0,2.0,112.0,Spring term,0,2018_02,23,mostly sunny,4,-3,23
53.0,2018-02-24,935.0,975.0,214.0,473.0,71.0,1.0,13.0,6.0,55.0,9.0,93.0,Spring term,0,2018_02,24,mostly sunny,5,-4,24
54.0,2018-02-25,884.0,913.0,174.0,501.0,38.0,1.0,18.0,4.0,48.0,8.0,92.0,Spring term,0,2018_02,25,mostly sunny,4,-3,25
55.0,2018-02-26,3552.0,3501.0,651.0,2339.0,238.0,2.0,71.0,6.0,54.0,25.0,166.0,Spring term,0,2018_02,26,partly cloudy,2,-3,26
56.0,2018-02-27,3027.0,3088.0,605.0,2034.0,179.0,2.0,36.0,3.0,49.0,11.0,108.0,Spring term,0,2018_02,27,partly cloudy,-1,-5,27
57.0,2018-02-28,2972.0,2990.0,599.0,1952.0,170.0,2.0,36.0,4.0,65.0,3.0,141.0,Spring term,0,2018_02,28,mostly sunny,-2,-10,28
58.0,2018-03-01,4260.0,4333.0,700.0,2917.0,284.0,2.0,67.0,4.0,76.0,18.0,192.0,Spring term,0,2018_03,1,snow,0,-5,01
59.0,2018-03-02,2880.0,2922.0,574.0,1871.0,163.0,2.0,75.0,5.0,79.0,9.0,102.0,Spring term,0,2018_03,2,foggy,0,-2,02
60.0,2018-03-03,1191.0,1265.0,315.0,635.0,47.0,2.0,14.0,4.0,62.0,14.0,98.0,Spring term,0,2018_03,3,foggy,7,0,03
61.0,2018-03-04,1453.0,1446.0,277.0,873.0,69.0,1.0,6.0,6.0,73.0,10.0,138.0,Spring term,0,2018_03,4,foggy,8,1,04
62.0,2018-03-05,4477.0,4450.0,747.0,3085.0,232.0,2.0,68.0,4.0,168.0,17.0,154.0,Spring term,0,2018_03,5,mostly cloudy,8,5,05
63.0,2018-03-06,4764.0,4842.0,761.0,3319.0,289.0,2.0,82.0,12.0,108.0,10.0,181.0,Spring term,0,2018_03,6,partly cloudy,10,3,06
64.0,2018-03-07,3559.0,3624.0,662.0,2381.0,193.0,1.0,48.0,12.0,110.0,9.0,143.0,Spring term,0,2018_03,7,scattered showers,10,3,07
65.0,2018-03-08,4354.0,4360.0,758.0,2975.0,255.0,1.0,48.0,4.0,149.0,15.0,149.0,Spring term,0,2018_03,8,mostly sunny,10,5,08
66.0,2018-03-09,3556.0,3628.0,701.0,2474.0,54.0,2.0,76.0,4.0,145.0,1.0,99.0,Spring term,0,2018_03,9,scattered showers,11,1,09
67.0,2018-03-10,1374.0,1448.0,211.0,830.0,0.0,1.0,17.0,10.0,139.0,1.0,165.0,Spring term,0,2018_03,10,mostly cloudy,13,7,10
68.0,2018-03-11,1609.0,1620.0,288.0,1020.0,9.0,1.0,8.0,5.0,133.0,4.0,141.0,Spring term,0,2018_03,11,mostly cloudy,14,6,11
69.0,2018-03-12,4585.0,4825.0,693.0,3301.0,44.0,1.0,120.0,5.0,50.0,147.0,224.0,Spring term,0,2018_03,12,scattered showers,11,7,12
70.0,2018-03-13,5539.0,5554.0,746.0,3907.0,310.0,1.0,151.0,10.0,100.0,47.0,267.0,Spring term,0,2018_03,13,partly cloudy,11,5,13
71.0,2018-03-14,3583.0,3752.0,734.0,2336.0,141.0,5.0,107.0,2.0,91.0,16.0,151.0,Spring term,0,2018_03,14,mostly sunny,12,0,14
72.0,2018-03-15,8.0,109.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,Spring term,0,2018_03,15,scattered showers,12,8,15
73.0,2018-03-16,3425.0,3339.0,663.0,2277.0,198.0,0.0,101.0,4.0,19.0,8.0,155.0,Spring term,0,2018_03,16,partly cloudy,12,4,16
74.0,2018-03-17,1146.0,1243.0,170.0,700.0,55.0,2.0,13.0,0.0,30.0,17.0,159.0,Spring term,0,2018_03,17,snow,6,-1,17
75.0,2018-03-18,1856.0,1837.0,287.0,1195.0,78.0,1.0,18.0,4.0,25.0,23.0,225.0,Spring term,0,2018_03,18,mostly cloudy,0,-1,18
76.0,2018-03-19,6153.0,6082.0,999.0,4281.0,411.0,1.0,125.0,8.0,41.0,26.0,261.0,Spring term,0,2018_03,19,mostly cloudy,2,0,19
77.0,2018-03-20,6121.0,6175.0,970.0,4370.0,388.0,3.0,97.0,4.0,37.0,24.0,228.0,Spring term,0,2018_03,20,mostly cloudy,8,1,20
78.0,2018-03-21,4351.0,4470.0,875.0,2913.0,252.0,3.0,71.0,5.0,32.0,26.0,174.0,Spring term,0,2018_03,21,mostly sunny,10,-3,21
79.0,2018-03-22,4590.0,4648.0,835.0,3155.0,314.0,2.0,78.0,5.0,35.0,10.0,156.0,Spring term,0,2018_03,22,mostly cloudy,10,4,22
80.0,2018-03-23,2975.0,3103.0,594.0,1921.0,207.0,1.0,65.0,8.0,22.0,14.0,143.0,Spring term,0,2018_03,23,partly cloudy,12,6,23
81.0,2018-03-24,718.0,819.0,195.0,283.0,50.0,1.0,4.0,1.0,24.0,13.0,147.0,Easter teaching break,0,2018_03,24,mostly cloudy,8,6,24
82.0,2018-03-25,824.0,822.0,174.0,391.0,50.0,1.0,10.0,5.0,31.0,6.0,156.0,Easter teaching break,0,2018_03,25,foggy,11,6,25
83.0,2018-03-26,1774.0,1756.0,449.0,912.0,97.0,2.0,87.0,9.0,18.0,21.0,179.0,Easter teaching break,0,2018_03,26,mostly sunny,12,3,26
84.0,2018-03-27,1757.0,1790.0,421.0,855.0,98.0,1.0,104.0,15.0,11.0,16.0,236.0,Easter teaching break,0,2018_03,27,scattered showers,15,5,27
85.0,2018-03-28,1537.0,1573.0,409.0,754.0,113.0,2.0,54.0,6.0,7.0,6.0,186.0,Easter teaching break,0,2018_03,28,scattered showers,8,4,28
86.0,2018-03-29,1293.0,1338.0,406.0,591.0,70.0,1.0,29.0,15.0,12.0,2.0,167.0,Easter teaching break,0,2018_03,29,mostly cloudy,8,-1,29
87.0,2018-03-30,1.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Easter teaching break,0,2018_03,30,scattered showers,7,2,30
88.0,2018-03-31,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easter teaching break,0,2018_03,31,mostly cloudy,9,4,31
89.0,2018-04-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Easter teaching break,0,2018_04,1,mostly cloudy,8,4,01
90.0,2018-04-02,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Easter teaching break,0,2018_04,2,scattered showers,10,5,02
91.0,2018-04-03,2014.0,1959.0,545.0,811.0,87.0,1.0,38.0,19.0,16.0,6.0,491.0,Easter teaching break,0,2018_04,3,mostly cloudy,13,8,03
92.0,2018-04-04,2050.0,2070.0,497.0,897.0,78.0,3.0,63.0,18.0,26.0,10.0,458.0,Easter teaching break,0,2018_04,4,scattered showers,12,7,04
93.0,2018-04-05,2305.0,2337.0,525.0,1053.0,100.0,3.0,59.0,11.0,17.0,10.0,527.0,Easter teaching break,0,2018_04,5,mostly sunny,11,5,05
94.0,2018-04-06,2138.0,2133.0,521.0,988.0,86.0,2.0,63.0,16.0,18.0,16.0,428.0,Easter teaching break,0,2018_04,6,mostly sunny,16,6,06
95.0,2018-04-07,1624.0,1691.0,360.0,839.0,64.0,1.0,13.0,11.0,16.0,29.0,291.0,Easter teaching break,0,2018_04,7,mostly sunny,16,7,07
96.0,2018-04-08,1889.0,1882.0,347.0,1130.0,66.0,0.0,16.0,6.0,21.0,17.0,286.0,Easter teaching break,0,2018_04,8,scattered showers,12,8,08
97.0,2018-04-09,6691.0,6716.0,1006.0,4436.0,405.0,2.0,94.0,26.0,63.0,39.0,620.0,Spring term,0,2018_04,9,scattered showers,11,9,09
98.0,2018-04-10,7416.0,7488.0,1166.0,4896.0,425.0,1.0,91.0,18.0,70.0,35.0,714.0,Spring term,0,2018_04,10,scattered showers,15,8,10
99.0,2018-04-11,6511.0,6630.0,1013.0,4352.0,393.0,0.0,84.0,26.0,59.0,35.0,549.0,Spring term,0,2018_04,11,foggy,12,8,11
100.0,2018-04-12,6844.0,6965.0,1133.0,4558.0,392.0,1.0,79.0,11.0,53.0,28.0,589.0,Spring term,0,2018_04,12,foggy,12,7,12
101.0,2018-04-13,4623.0,5013.0,692.0,3057.0,255.0,1.0,57.0,28.0,42.0,37.0,454.0,Spring term,0,2018_04,13,mostly cloudy,11,5,13
102.0,2018-04-14,2320.0,2388.0,412.0,1342.0,107.0,1.0,8.0,9.0,30.0,50.0,361.0,Spring term,0,2018_04,14,mostly sunny,18,4,14
103.0,2018-04-15,2820.0,2817.0,400.0,1851.0,144.0,0.0,13.0,15.0,26.0,53.0,318.0,Spring term,0,2018_04,15,foggy,14,8,15
104.0,2018-04-16,7658.0,7715.0,1146.0,5433.0,423.0,1.0,71.0,8.0,96.0,30.0,450.0,Spring term,0,2018_04,16,partly cloudy,14,8,16
105.0,2018-04-17,7294.0,7533.0,1189.0,5051.0,480.0,1.0,87.0,16.0,102.0,30.0,338.0,Spring term,0,2018_04,17,mostly sunny,18,9,17
106.0,2018-04-18,5623.0,5777.0,1050.0,3693.0,386.0,1.0,80.0,8.0,67.0,50.0,288.0,Spring term,0,2018_04,18,mostly sunny,23,11,18
107.0,2018-04-19,5935.0,6014.0,1024.0,3956.0,395.0,3.0,101.0,12.0,104.0,68.0,272.0,Spring term,0,2018_04,19,mostly sunny,27,10,19
108.0,2018-04-20,4102.0,4257.0,931.0,2471.0,287.0,2.0,89.0,13.0,63.0,38.0,208.0,Spring term,0,2018_04,20,mostly sunny,26,8,20
109.0,2018-04-21,2324.0,2347.0,446.0,1267.0,141.0,1.0,11.0,14.0,47.0,51.0,346.0,Spring term,0,2018_04,21,mostly sunny,24,10,21
110.0,2018-04-22,3415.0,3394.0,528.0,2111.0,235.0,1.0,13.0,22.0,59.0,57.0,389.0,Spring term,0,2018_04,22,mostly sunny,22,10,22
111.0,2018-04-23,7995.0,7914.0,1172.0,5639.0,533.0,1.0,98.0,17.0,97.0,96.0,342.0,Spring term,0,2018_04,23,mostly sunny,15,7,23
112.0,2018-04-24,7956.0,8114.0,1233.0,5664.0,509.0,3.0,82.0,13.0,73.0,46.0,333.0,Spring term,0,2018_04,24,mostly sunny,16,10,24
113.0,2018-04-25,6881.0,6992.0,1203.0,4709.0,433.0,1.0,76.0,7.0,92.0,34.0,326.0,Spring term,0,2018_04,25,mostly sunny,14,7,25
114.0,2018-04-26,6856.0,6939.0,1184.0,4710.0,448.0,1.0,85.0,11.0,89.0,44.0,284.0,Spring term,0,2018_04,26,mostly sunny,14,6,26
115.0,2018-04-27,5023.0,5150.0,862.0,3398.0,353.0,2.0,64.0,6.0,73.0,21.0,244.0,Spring term,0,2018_04,27,scattered showers,13,7,27
116.0,2018-04-28,3363.0,3444.0,631.0,2000.0,187.0,2.0,22.0,3.0,45.0,43.0,430.0,Spring term,0,2018_04,28,mostly cloudy,10,8,28
117.0,2018-04-29,3558.0,3585.0,548.0,2300.0,189.0,1.0,36.0,11.0,44.0,50.0,379.0,Spring term,0,2018_04,29,mostly cloudy,8,6,29
118.0,2018-04-30,7434.0,7345.0,1071.0,5411.0,464.0,3.0,68.0,9.0,84.0,38.0,286.0,Spring term,0,2018_04,30,scattered showers,9,5,30
119.0,2018-05-01,8729.0,8755.0,1433.0,6161.0,557.0,2.0,104.0,10.0,80.0,69.0,313.0,Spring term,0,2018_05,1,mostly sunny,14,2,01
120.0,2018-05-02,7143.0,7237.0,1231.0,4916.0,479.0,1.0,61.0,10.0,106.0,43.0,296.0,Spring term,0,2018_05,2,scattered showers,14,6,02
121.0,2018-05-03,7717.0,7889.0,1299.0,5393.0,497.0,2.0,98.0,15.0,82.0,38.0,293.0,Spring term,0,2018_05,3,mostly sunny,16,2,03
122.0,2018-05-04,6129.0,6249.0,1235.0,3962.0,444.0,2.0,92.0,10.0,72.0,47.0,265.0,Spring term,0,2018_05,4,mostly sunny,20,6,04
123.0,2018-05-05,3266.0,3391.0,721.0,1894.0,191.0,1.0,21.0,5.0,22.0,64.0,347.0,Spring term,0,2018_05,5,mostly sunny,21,5,05
124.0,2018-05-06,3451.0,3463.0,623.0,2186.0,167.0,1.0,29.0,2.0,55.0,92.0,296.0,Spring term,0,2018_05,6,mostly sunny,24,7,06
125.0,2018-05-07,6330.0,6309.0,1194.0,4206.0,387.0,0.0,23.0,3.0,65.0,108.0,344.0,Spring term,0,2018_05,7,mostly sunny,26,9,07
126.0,2018-05-08,8962.0,8925.0,1580.0,6253.0,522.0,1.0,85.0,6.0,80.0,145.0,290.0,Spring term,0,2018_05,8,mostly sunny,25,9,08
127.0,2018-05-09,8554.0,8545.0,1448.0,5862.0,533.0,1.0,79.0,10.0,115.0,136.0,370.0,Spring term,0,2018_05,9,mostly sunny,19,8,09
128.0,2018-05-10,8981.0,9137.0,1390.0,6341.0,593.0,1.0,80.0,8.0,127.0,94.0,347.0,Spring term,0,2018_05,10,mostly sunny,17,9,10
129.0,2018-05-11,6779.0,7123.0,1304.0,4451.0,480.0,1.0,68.0,6.0,108.0,76.0,285.0,Spring term,0,2018_05,11,mostly sunny,17,4,11
130.0,2018-05-12,4378.0,4495.0,897.0,2640.0,248.0,1.0,45.0,6.0,44.0,102.0,395.0,Spring term,0,2018_05,12,scattered showers,13,10,12
131.0,2018-05-13,5293.0,5308.0,968.0,3454.0,280.0,0.0,41.0,5.0,76.0,95.0,374.0,Spring term,0,2018_05,13,mostly sunny,18,8,13
132.0,2018-05-14,8235.0,8183.0,1434.0,5612.0,469.0,2.0,81.0,20.0,134.0,151.0,332.0,Private study 2,0,2018_05,14,mostly sunny,20,8,14
133.0,2018-05-15,8328.0,8425.0,1492.0,5733.0,521.0,2.0,65.0,10.0,119.0,98.0,288.0,Private study 2,0,2018_05,15,mostly sunny,23,11,15
134.0,2018-05-16,8041.0,8033.0,1456.0,5586.0,453.0,3.0,85.0,11.0,106.0,65.0,276.0,Private study 2,0,2018_05,16,mostly sunny,16,9,16
135.0,2018-05-17,7409.0,7634.0,1409.0,5104.0,471.0,1.0,57.0,5.0,96.0,56.0,210.0,Year-end assessment,0,2018_05,17,mostly sunny,17,7,17
136.0,2018-05-18,5820.0,6011.0,1101.0,3963.0,387.0,2.0,65.0,9.0,45.0,70.0,178.0,Year-end assessment,0,2018_05,18,mostly sunny,18,5,18
137.0,2018-05-19,4360.0,4394.0,729.0,2879.0,273.0,1.0,11.0,15.0,48.0,133.0,271.0,Year-end assessment,0,2018_05,19,mostly sunny,20,5,19
138.0,2018-05-20,5370.0,5346.0,861.0,3510.0,339.0,0.0,17.0,16.0,50.0,182.0,395.0,Year-end assessment,0,2018_05,20,mostly sunny,20,4,20
139.0,2018-05-21,7409.0,7413.0,1340.0,4952.0,498.0,1.0,90.0,10.0,74.0,132.0,312.0,Year-end assessment,0,2018_05,21,mostly sunny,22,7,21
140.0,2018-05-22,7588.0,7655.0,1386.0,5110.0,478.0,2.0,103.0,15.0,88.0,124.0,282.0,Year-end assessment,0,2018_05,22,mostly sunny,24,12,22
141.0,2018-05-23,7320.0,7415.0,1271.0,4979.0,469.0,1.0,65.0,16.0,108.0,88.0,323.0,Year-end assessment,0,2018_05,23,mostly sunny,20,10,23
142.0,2018-05-24,6200.0,6348.0,954.0,4272.0,486.0,1.0,85.0,15.0,60.0,91.0,236.0,Year-end assessment,0,2018_05,24,scattered showers,16,11,24
143.0,2018-05-25,5209.0,5361.0,882.0,3602.0,327.0,2.0,65.0,12.0,59.0,62.0,198.0,Year-end assessment,0,2018_05,25,foggy,19,13,25
